Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,086304,2019,02,14,0.0,,Y
IDCJAC0009,086304,2019,02,15,0.0,,Y
IDCJAC0009,086304,2019,02,16,0.0,,Y
IDCJAC0009,086304,2019,02,17,0.0,,Y
IDCJAC0009,086304,2019,02,18,0.0,,Y
IDCJAC0009,086304,2019,02,19,0.0,,Y
IDCJAC0009,086304,2019,02,20,0.0,,Y
IDCJAC0009,086304,2019,02,21,0.0,,Y
IDCJAC0009,086304,2019,02,22,0.0,,Y
IDCJAC0009,086304,2019,02,23,0.0,,Y
IDCJAC0009,086304,2019,02,24,0.0,,Y
IDCJAC0009,086304,2019,02,25,0.0,,Y
IDCJAC0009,086304,2019,02,26,0.0,,Y
IDCJAC0009,086304,2019,02,27,0.0,,Y
IDCJAC0009,086304,2019,02,28,0.0,,Y
IDCJAC0009,086304,2019,03,01,0.0,,Y
IDCJAC0009,086304,2019,03,02,0.0,,Y
IDCJAC0009,086304,2019,03,03,0.0,,Y
IDCJAC0009,086304,2019,03,04,0.0,,Y
IDCJAC0009,086304,2019,03,05,0.0,,Y
IDCJAC0009,086304,2019,03,06,4.9,1,Y
IDCJAC0009,086304,2019,03,07,1.3,1,Y
IDCJAC0009,086304,2019,03,08,0.0,,Y
IDCJAC0009,086304,2019,03,09,0.0,,Y
IDCJAC0009,086304,2019,03,10,0.0,,Y
IDCJAC0009,086304,2019,03,11,0.0,,Y
IDCJAC0009,086304,2019,03,12,0.1,1,Y
IDCJAC0009,086304,2019,03,13,0.0,,Y
IDCJAC0009,086304,2019,03,14,0.0,,Y
IDCJAC0009,086304,2019,03,15,0.0,,Y
IDCJAC0009,086304,2019,03,16,0.0,,Y
IDCJAC0009,086304,2019,03,17,0.0,,Y
IDCJAC0009,086304,2019,03,18,0.0,,Y
IDCJAC0009,086304,2019,03,19,0.0,,Y
IDCJAC0009,086304,2019,03,20,0.0,,Y
IDCJAC0009,086304,2019,03,21,0.0,,Y
IDCJAC0009,086304,2019,03,22,0.0,,Y
IDCJAC0009,086304,2019,03,23,,,
IDCJAC0009,086304,2019,03,24,,,
IDCJAC0009,086304,2019,03,25,3.7,3,Y
IDCJAC0009,086304,2019,03,26,0.0,,Y
IDCJAC0009,086304,2019,03,27,0.0,,Y
IDCJAC0009,086304,2019,03,28,0.0,,Y
IDCJAC0009,086304,2019,03,29,0.0,,Y
IDCJAC0009,086304,2019,03,30,0.0,,Y
IDCJAC0009,086304,2019,03,31,0.0,,Y
IDCJAC0009,086304,2019,04,01,5.1,1,Y
IDCJAC0009,086304,2019,04,02,0.0,,Y
IDCJAC0009,086304,2019,04,03,0.0,,Y
IDCJAC0009,086304,2019,04,04,0.0,,Y
IDCJAC0009,086304,2019,04,05,0.0,,Y
IDCJAC0009,086304,2019,04,06,0.0,,Y
IDCJAC0009,086304,2019,04,07,0.0,,Y
IDCJAC0009,086304,2019,04,08,0.0,,Y
IDCJAC0009,086304,2019,04,09,2.6,1,Y
IDCJAC0009,086304,2019,04,10,3.4,1,Y
IDCJAC0009,086304,2019,04,11,0.0,,Y
IDCJAC0009,086304,2019,04,12,0.0,,Y
IDCJAC0009,086304,2019,04,13,0.0,,Y
IDCJAC0009,086304,2019,04,14,0.0,,Y
IDCJAC0009,086304,2019,04,15,0.0,,Y
IDCJAC0009,086304,2019,04,16,0.0,,Y
IDCJAC0009,086304,2019,04,17,0.0,,Y
IDCJAC0009,086304,2019,04,18,0.0,,Y
IDCJAC0009,086304,2019,04,19,0.0,,Y
IDCJAC0009,086304,2019,04,20,0.0,,Y
IDCJAC0009,086304,2019,04,21,0.0,,Y
IDCJAC0009,086304,2019,04,22,0.0,,Y
IDCJAC0009,086304,2019,04,23,0.4,1,Y
IDCJAC0009,086304,2019,04,24,0.0,,Y
IDCJAC0009,086304,2019,04,25,0.0,,Y
IDCJAC0009,086304,2019,04,26,4.9,1,Y
IDCJAC0009,086304,2019,04,27,0.0,,Y
IDCJAC0009,086304,2019,04,28,0.0,,Y
IDCJAC0009,086304,2019,04,29,0.0,,Y
IDCJAC0009,086304,2019,04,30,0.4,1,Y
IDCJAC0009,086304,2019,05,01,0.0,,N
IDCJAC0009,086304,2019,05,02,8.5,1,N
IDCJAC0009,086304,2019,05,03,0.0,,N
IDCJAC0009,086304,2019,05,04,,,
IDCJAC0009,086304,2019,05,05,,,
IDCJAC0009,086304,2019,05,06,6.8,3,N
IDCJAC0009,086304,2019,05,07,5.2,1,N
IDCJAC0009,086304,2019,05,08,0.0,,N
IDCJAC0009,086304,2019,05,09,0.0,,N
IDCJAC0009,086304,2019,05,10,7.5,1,N
IDCJAC0009,086304,2019,05,11,,,
IDCJAC0009,086304,2019,05,12,,,
IDCJAC0009,086304,2019,05,13,6.0,3,N
IDCJAC0009,086304,2019,05,14,0.0,,N
IDCJAC0009,086304,2019,05,15,0.0,,N
IDCJAC0009,086304,2019,05,16,0.0,,N
IDCJAC0009,086304,2019,05,17,0.0,,N
IDCJAC0009,086304,2019,05,18,,,
IDCJAC0009,086304,2019,05,19,,,
IDCJAC0009,086304,2019,05,20,1.5,3,N
IDCJAC0009,086304,2019,05,21,0.0,,N
IDCJAC0009,086304,2019,05,22,0.0,,N
IDCJAC0009,086304,2019,05,23,0.0,,N
IDCJAC0009,086304,2019,05,24,0.0,,N
IDCJAC0009,086304,2019,05,25,,,
IDCJAC0009,086304,2019,05,26,,,
IDCJAC0009,086304,2019,05,27,17.5,3,N
IDCJAC0009,086304,2019,05,28,0.4,1,N
IDCJAC0009,086304,2019,05,29,0.0,,N
IDCJAC0009,086304,2019,05,30,11.0,1,N
IDCJAC0009,086304,2019,05,31,0.4,1,N
IDCJAC0009,086304,2019,06,01,0.0,,N
IDCJAC0009,086304,2019,06,02,0.0,,N
IDCJAC0009,086304,2019,06,03,18.4,1,N
IDCJAC0009,086304,2019,06,04,4.6,1,N
IDCJAC0009,086304,2019,06,05,0.0,,N
IDCJAC0009,086304,2019,06,06,0.0,,N
IDCJAC0009,086304,2019,06,07,0.0,,N
IDCJAC0009,086304,2019,06,08,0.0,,N
IDCJAC0009,086304,2019,06,09,0.0,,N
IDCJAC0009,086304,2019,06,10,0.0,,N
IDCJAC0009,086304,2019,06,11,4.9,1,N
IDCJAC0009,086304,2019,06,12,0.0,,N
IDCJAC0009,086304,2019,06,13,2.8,1,N
IDCJAC0009,086304,2019,06,14,2.1,1,N
IDCJAC0009,086304,2019,06,15,0.0,,N
IDCJAC0009,086304,2019,06,16,0.0,,N
IDCJAC0009,086304,2019,06,17,5.0,1,N
IDCJAC0009,086304,2019,06,18,0.0,,N
IDCJAC0009,086304,2019,06,19,0.0,,N
IDCJAC0009,086304,2019,06,20,7.2,1,N
IDCJAC0009,086304,2019,06,21,4.9,1,N
IDCJAC0009,086304,2019,06,22,0.0,,N
IDCJAC0009,086304,2019,06,23,0.0,,N
IDCJAC0009,086304,2019,06,24,2.5,1,N
IDCJAC0009,086304,2019,06,25,0.0,,N
IDCJAC0009,086304,2019,06,26,0.0,,N
IDCJAC0009,086304,2019,06,27,0.0,,N
IDCJAC0009,086304,2019,06,28,0.0,,N
IDCJAC0009,086304,2019,06,29,0.0,,N
IDCJAC0009,086304,2019,06,30,0.0,,N
IDCJAC0009,086304,2019,07,01,8.4,1,Y
IDCJAC0009,086304,2019,07,02,0.0,,Y
IDCJAC0009,086304,2019,07,03,0.0,,Y
IDCJAC0009,086304,2019,07,04,0.0,,Y
IDCJAC0009,086304,2019,07,05,0.0,,Y
IDCJAC0009,086304,2019,07,06,,,
IDCJAC0009,086304,2019,07,07,,,
IDCJAC0009,086304,2019,07,08,3.4,3,Y
IDCJAC0009,086304,2019,07,09,0.0,,Y
IDCJAC0009,086304,2019,07,10,0.2,1,Y
IDCJAC0009,086304,2019,07,11,5.1,1,Y
IDCJAC0009,086304,2019,07,12,0.0,,Y
IDCJAC0009,086304,2019,07,13,,,
IDCJAC0009,086304,2019,07,14,,,
IDCJAC0009,086304,2019,07,15,10.5,3,Y
IDCJAC0009,086304,2019,07,16,0.0,,Y
IDCJAC0009,086304,2019,07,17,0.0,,Y
IDCJAC0009,086304,2019,07,18,0.0,,Y
IDCJAC0009,086304,2019,07,19,2.3,1,Y
IDCJAC0009,086304,2019,07,20,0.0,,Y
IDCJAC0009,086304,2019,07,21,0.0,,Y
IDCJAC0009,086304,2019,07,22,0.0,,Y
IDCJAC0009,086304,2019,07,23,0.0,,Y
IDCJAC0009,086304,2019,07,24,10.4,1,Y
IDCJAC0009,086304,2019,07,25,0.0,,Y
IDCJAC0009,086304,2019,07,26,0.0,,Y
IDCJAC0009,086304,2019,07,27,,,
IDCJAC0009,086304,2019,07,28,,,
IDCJAC0009,086304,2019,07,29,7.3,3,Y
IDCJAC0009,086304,2019,07,30,1.3,1,Y
IDCJAC0009,086304,2019,07,31,0.0,,Y
IDCJAC0009,086304,2019,08,01,0.0,,N
IDCJAC0009,086304,2019,08,02,0.5,1,N
IDCJAC0009,086304,2019,08,03,0.0,,N
IDCJAC0009,086304,2019,08,04,0.0,,N
IDCJAC0009,086304,2019,08,05,1.0,1,N
IDCJAC0009,086304,2019,08,06,0.3,1,N
IDCJAC0009,086304,2019,08,07,0.0,,N
IDCJAC0009,086304,2019,08,08,11.6,1,N
IDCJAC0009,086304,2019,08,09,1.9,1,N
IDCJAC0009,086304,2019,08,10,0.0,,N
IDCJAC0009,086304,2019,08,11,0.0,,N
IDCJAC0009,086304,2019,08,12,19.8,1,N
IDCJAC0009,086304,2019,08,13,0.2,1,N
IDCJAC0009,086304,2019,08,14,0.0,,N
IDCJAC0009,086304,2019,08,15,0.0,,N
IDCJAC0009,086304,2019,08,16,0.0,,N
IDCJAC0009,086304,2019,08,17,0.0,,N
IDCJAC0009,086304,2019,08,18,0.0,,N
IDCJAC0009,086304,2019,08,19,9.0,1,N
IDCJAC0009,086304,2019,08,20,0.6,1,N
IDCJAC0009,086304,2019,08,21,0.7,1,N
IDCJAC0009,086304,2019,08,22,2.5,1,N
IDCJAC0009,086304,2019,08,23,0.0,,N
IDCJAC0009,086304,2019,08,24,0.0,,N
IDCJAC0009,086304,2019,08,25,0.0,,N
IDCJAC0009,086304,2019,08,26,1.3,1,N
IDCJAC0009,086304,2019,08,27,0.0,,N
IDCJAC0009,086304,2019,08,28,0.0,,N
IDCJAC0009,086304,2019,08,29,8.3,1,N
IDCJAC0009,086304,2019,08,30,0.0,,N
IDCJAC0009,086304,2019,08,31,0.0,,N
IDCJAC0009,086304,2019,09,01,0.0,,Y
IDCJAC0009,086304,2019,09,02,3.4,1,Y
IDCJAC0009,086304,2019,09,03,1.2,1,Y
IDCJAC0009,086304,2019,09,04,0.0,,Y
IDCJAC0009,086304,2019,09,05,3.0,1,Y
IDCJAC0009,086304,2019,09,06,3.6,1,Y
IDCJAC0009,086304,2019,09,07,,,
IDCJAC0009,086304,2019,09,08,,,
IDCJAC0009,086304,2019,09,09,9.4,3,Y
IDCJAC0009,086304,2019,09,10,5.5,1,Y
IDCJAC0009,086304,2019,09,11,0.0,,Y
IDCJAC0009,086304,2019,09,12,0.0,,Y
IDCJAC0009,086304,2019,09,13,0.0,,Y
IDCJAC0009,086304,2019,09,14,,,
IDCJAC0009,086304,2019,09,15,,,
IDCJAC0009,086304,2019,09,16,18.1,3,Y
IDCJAC0009,086304,2019,09,17,0.0,,Y
IDCJAC0009,086304,2019,09,18,0.0,,Y
IDCJAC0009,086304,2019,09,19,0.0,,Y
IDCJAC0009,086304,2019,09,20,0.0,,Y
IDCJAC0009,086304,2019,09,21,,,
IDCJAC0009,086304,2019,09,22,,,
IDCJAC0009,086304,2019,09,23,6.8,3,Y
IDCJAC0009,086304,2019,09,24,0.9,1,Y
IDCJAC0009,086304,2019,09,25,0.0,,Y
IDCJAC0009,086304,2019,09,26,0.0,,Y
IDCJAC0009,086304,2019,09,27,0.0,,Y
IDCJAC0009,086304,2019,09,28,,,
IDCJAC0009,086304,2019,09,29,,,
IDCJAC0009,086304,2019,09,30,0.7,3,Y
IDCJAC0009,086304,2019,10,01,0.0,,Y
IDCJAC0009,086304,2019,10,02,0.0,,Y
IDCJAC0009,086304,2019,10,03,0.0,,Y
IDCJAC0009,086304,2019,10,04,0.0,,Y
IDCJAC0009,086304,2019,10,05,0.0,,Y
IDCJAC0009,086304,2019,10,06,0.0,,Y
IDCJAC0009,086304,2019,10,07,2.3,1,Y
IDCJAC0009,086304,2019,10,08,2.8,1,Y
IDCJAC0009,086304,2019,10,09,5.0,1,Y
IDCJAC0009,086304,2019,10,10,0.8,1,Y
IDCJAC0009,086304,2019,10,11,0.0,,Y
IDCJAC0009,086304,2019,10,12,0.0,,Y
IDCJAC0009,086304,2019,10,13,0.0,,Y
IDCJAC0009,086304,2019,10,14,0.9,1,Y
IDCJAC0009,086304,2019,10,15,0.0,,Y
IDCJAC0009,086304,2019,10,16,0.0,,Y
IDCJAC0009,086304,2019,10,17,4.3,1,Y
IDCJAC0009,086304,2019,10,18,1.6,1,Y
IDCJAC0009,086304,2019,10,19,0.0,,Y
IDCJAC0009,086304,2019,10,20,0.0,,Y
IDCJAC0009,086304,2019,10,21,1.0,1,Y
IDCJAC0009,086304,2019,10,22,0.0,,Y
IDCJAC0009,086304,2019,10,23,0.0,,Y
IDCJAC0009,086304,2019,10,24,0.0,,Y
IDCJAC0009,086304,2019,10,25,0.0,,Y
IDCJAC0009,086304,2019,10,26,0.0,,Y
IDCJAC0009,086304,2019,10,27,0.0,,Y
IDCJAC0009,086304,2019,10,28,4.6,1,Y
IDCJAC0009,086304,2019,10,29,0.0,,Y
IDCJAC0009,086304,2019,10,30,0.0,,Y
IDCJAC0009,086304,2019,10,31,0.0,,Y
IDCJAC0009,086304,2019,11,01,0.0,,N
IDCJAC0009,086304,2019,11,02,,,
IDCJAC0009,086304,2019,11,03,,,
IDCJAC0009,086304,2019,11,04,21.5,3,N
IDCJAC0009,086304,2019,11,05,0.0,,N
IDCJAC0009,086304,2019,11,06,11.8,1,N
IDCJAC0009,086304,2019,11,07,0.0,,N
IDCJAC0009,086304,2019,11,08,7.0,1,N
IDCJAC0009,086304,2019,11,09,,,
IDCJAC0009,086304,2019,11,10,,,
IDCJAC0009,086304,2019,11,11,7.0,3,N
IDCJAC0009,086304,2019,11,12,0.6,1,N
IDCJAC0009,086304,2019,11,13,0.4,1,N
IDCJAC0009,086304,2019,11,14,0.0,,N
IDCJAC0009,086304,2019,11,15,0.0,,N
IDCJAC0009,086304,2019,11,16,,,
IDCJAC0009,086304,2019,11,17,,,
IDCJAC0009,086304,2019,11,18,1.0,3,N
IDCJAC0009,086304,2019,11,19,0.0,,N
IDCJAC0009,086304,2019,11,20,0.0,,N
IDCJAC0009,086304,2019,11,21,0.0,,N
IDCJAC0009,086304,2019,11,22,0.0,,N
IDCJAC0009,086304,2019,11,23,0.0,,N
IDCJAC0009,086304,2019,11,24,0.0,,N
IDCJAC0009,086304,2019,11,25,0.0,,N
IDCJAC0009,086304,2019,11,26,2.0,1,N
IDCJAC0009,086304,2019,11,27,0.0,,N
IDCJAC0009,086304,2019,11,28,0.0,,N
IDCJAC0009,086304,2019,11,29,0.0,,N
IDCJAC0009,086304,2019,11,30,9.0,1,N
IDCJAC0009,086304,2019,12,01,4.1,2,N
IDCJAC0009,086304,2019,12,02,0.0,,N
IDCJAC0009,086304,2019,12,03,0.8,1,N
IDCJAC0009,086304,2019,12,04,0.0,,N
IDCJAC0009,086304,2019,12,05,0.0,,N
IDCJAC0009,086304,2019,12,06,0.0,,N
IDCJAC0009,086304,2019,12,07,0.0,,N
IDCJAC0009,086304,2019,12,08,0.0,,N
IDCJAC0009,086304,2019,12,09,0.0,,N
IDCJAC0009,086304,2019,12,10,0.0,,N
IDCJAC0009,086304,2019,12,11,0.0,,N
IDCJAC0009,086304,2019,12,12,0.0,,N
IDCJAC0009,086304,2019,12,13,0.0,,N
IDCJAC0009,086304,2019,12,14,,,
IDCJAC0009,086304,2019,12,15,,,
IDCJAC0009,086304,2019,12,16,0.1,3,N
IDCJAC0009,086304,2019,12,17,0.0,,N
IDCJAC0009,086304,2019,12,18,0.0,,N
IDCJAC0009,086304,2019,12,19,0.0,,N
IDCJAC0009,086304,2019,12,20,0.0,,N
IDCJAC0009,086304,2019,12,21,0.0,,N
IDCJAC0009,086304,2019,12,22,0.0,,N
IDCJAC0009,086304,2019,12,23,0.0,,N
IDCJAC0009,086304,2019,12,24,0.0,,N
IDCJAC0009,086304,2019,12,25,0.0,,N
IDCJAC0009,086304,2019,12,26,0.0,,N
IDCJAC0009,086304,2019,12,27,0.0,,N
IDCJAC0009,086304,2019,12,28,0.0,,N
IDCJAC0009,086304,2019,12,29,0.0,,N
IDCJAC0009,086304,2019,12,30,0.0,,N
IDCJAC0009,086304,2019,12,31,1.5,1,N
